ExportDate,EquipmentID,Cycle,Timestamp,Sensor_2,Sensor_3,Sensor_4,Sensor_7,Sensor_8,Sensor_9,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_17,LatentZ1,LatentZ2,NearestDistance,PredictedStatus,IsWarning,WorkOrder,MaintenanceCost
2026-07-02,ENG-006,42,2026-01-02 18:00:00,642.5,1594.35,1405.83,553.44,2388.08,9057.05,47.51,521.39,2388.08,8138.81,8.4093,394.0,0.062752,-0.197282,0.000918,Healthy,0,WO773266,1467.3
2026-07-02,ENG-006,43,2026-01-02 19:00:00,642.92,1584.08,1403.06,553.84,2388.15,9056.02,47.29,521.41,2388.06,8136.37,8.4137,394.0,0.024519,-0.313218,0.001855,Healthy,0,WO389259,2821.96
2026-07-02,ENG-006,44,2026-01-02 20:00:00,642.89,1591.69,1409.01,553.01,2388.11,9054.51,47.63,520.9,2388.12,8135.05,8.4286,393.0,0.020411,0.219772,0.002152,Healthy,0,WO862355,2017.13
2026-07-02,ENG-006,45,2026-01-02 21:00:00,642.33,1583.65,1414.47,553.56,2388.11,9047.71,47.63,521.52,2388.1,8135.74,8.4572,392.0,0.01696,0.068052,0.001496,Healthy,0,WO881038,1096.09
2026-07-02,ENG-006,46,2026-01-02 22:00:00,642.18,1587.81,1406.96,553.32,2388.07,9048.46,47.44,521.42,2388.04,8136.76,8.4329,392.0,0.046714,-0.34339,0.001779,Healthy,0,WO226219,625.37
2026-07-02,ENG-006,47,2026-01-02 23:00:00,642.3,1589.15,1403.87,553.37,2388.1,9054.85,47.33,521.38,2388.07,8133.58,8.4323,392.0,0.036239,-0.306363,0.001269,Healthy,0,WO120993,2890.89
2026-07-02,ENG-006,48,2026-01-03 00:00:00,642.89,1590.43,1402.82,554.24,2388.1,9046.93,47.24,521.5,2388.1,8137.91,8.4492,393.0,0.028947,-0.212322,0.00159,Healthy,0,WO310740,1256.58
2026-07-02,ENG-006,49,2026-01-03 01:00:00,642.65,1592.88,1401.09,553.36,2388.08,9050.98,47.42,521.19,2388.07,8131.81,8.4288,391.0,0.041001,-0.227788,0.003279,Healthy,0,WO100626,2972.31
2026-07-02,ENG-006,50,2026-01-03 02:00:00,642.52,1588.87,1410.2,553.53,2388.08,9056.37,47.41,521.73,2388.11,8130.94,8.4187,393.0,0.048792,-0.192445,0.000755,Healthy,0,WO560407,2236.8
2026-07-02,ENG-006,51,2026-01-03 03:00:00,642.66,1588.25,1406.42,553.39,2388.07,9045.46,47.28,521.16,2388.19,8135.17,8.4053,392.0,0.019114,-0.288767,0.005542,Healthy,0,WO830124,1729.94
2026-07-02,ENG-006,52,2026-01-03 04:00:00,642.76,1595.71,1407.25,553.44,2388.14,9059.72,47.5,521.55,2388.07,8133.94,8.4176,394.0,0.06111,-0.078699,0.003514,Healthy,0,WO205582,2171.9
2026-07-02,ENG-006,53,2026-01-03 05:00:00,642.75,1587.64,1405.64,553.23,2388.11,9056.1,47.43,521.31,2388.06,8142.14,8.4371,391.0,0.061134,-0.181613,0.001117,Healthy,0,WO136328,1075.84
2026-07-02,ENG-006,54,2026-01-03 06:00:00,642.66,1592.32,1404.04,554.25,2388.09,9054.85,47.41,521.41,2388.11,8133.93,8.433,392.0,0.034889,-0.339685,0.000525,Healthy,0,WO169987,961.49
2026-07-02,ENG-006,55,2026-01-03 07:00:00,643.36,1593.16,1406.02,553.16,2388.06,9061.87,47.43,521.47,2388.11,8133.45,8.411,393.0,0.066441,-0.048642,0.001385,Healthy,0,WO502600,2967.05
2026-07-02,ENG-006,56,2026-01-03 08:00:00,642.73,1587.68,1410.7,554.04,2388.1,9051.63,47.33,521.52,2388.11,8137.25,8.443,392.0,0.029373,-0.329099,0.002303,Healthy,0,WO509763,367.12
2026-07-02,ENG-006,57,2026-01-03 09:00:00,642.17,1586.87,1409.17,553.27,2388.11,9053.77,47.57,521.34,2388.14,8131.28,8.4421,393.0,0.018232,0.065369,0.002035,Healthy,0,WO167808,137.06
2026-07-02,ENG-006,58,2026-01-03 10:00:00,642.43,1588.6,1397.56,553.56,2388.08,9054.98,47.52,521.64,2388.09,8137.1,8.3716,392.0,0.021924,-0.704194,0.001257,Healthy,0,WO908244,2455.83
2026-07-02,ENG-006,59,2026-01-03 11:00:00,642.77,1583.04,1405.37,553.1,2388.08,9050.72,47.49,521.46,2388.06,8134.56,8.4492,392.0,0.049619,-0.20995,0.002833,Healthy,0,WO787849,
2026-07-02,ENG-006,60,2026-01-03 12:00:00,643.15,1584.27,1412.24,553.59,2388.12,9064.22,47.35,521.61,2388.11,8132.9,8.4217,393.0,0.053713,-0.088618,0.000635,Healthy,0,WO783597,2594.18
2026-07-02,ENG-006,61,2026-01-03 13:00:00,642.58,1585.26,1406.79,554.28,2388.13,9055.34,47.41,520.9,2388.09,8134.11,8.4067,393.0,0.016738,-0.244571,0.001999,Healthy,0,WO624895,2744.79
2026-07-02,ENG-006,62,2026-01-03 14:00:00,642.74,1591.45,1413.67,552.42,2388.11,9048.52,47.68,521.52,2388.13,8135.12,8.4162,392.0,-0.067808,-2.392308,0.054875,Healthy,0,WO644519,
2026-07-02,ENG-006,63,2026-01-03 15:00:00,642.75,1586.78,1404.07,554.31,2388.11,9054.28,47.57,521.79,2388.05,8133.48,8.4393,393.0,0.048214,-0.197167,0.004486,Healthy,0,WO913450,2578.91
2026-07-02,ENG-006,64,2026-01-03 16:00:00,642.49,1590.56,1411.15,553.13,2388.14,9049.91,47.62,521.36,2388.07,8132.66,8.4466,393.0,0.022959,0.06383,0.001366,Healthy,0,WO490374,375.13
2026-07-02,ENG-006,65,2026-01-03 17:00:00,642.31,1591.51,1402.89,552.61,2388.12,9056.07,47.5,521.32,2388.13,8126.68,8.44,393.0,0.032516,0.064241,0.00036,Healthy,0,WO621903,
2026-07-02,ENG-006,66,2026-01-03 18:00:00,642.66,1589.54,1406.23,553.8,2388.09,9052.73,47.51,522.0,2388.1,8134.78,8.4641,393.0,0.061646,-0.168522,0.002598,Healthy,0,WO657425,2403.64
2026-07-02,ENG-006,67,2026-01-03 19:00:00,642.72,1592.75,1409.08,553.15,2388.13,9053.85,47.37,521.58,2388.14,8132.22,8.4235,393.0,0.040136,0.001606,0.001906,Healthy,0,WO710836,2903.58
2026-07-02,ENG-006,68,2026-01-03 20:00:00,642.25,1589.74,1409.74,553.57,2388.08,9052.38,47.53,521.11,2388.1,8134.16,8.3899,395.0,0.042692,-0.128828,0.002057,Healthy,0,WO516437,2629.06
2026-07-02,ENG-006,69,2026-01-03 21:00:00,642.11,1596.54,1403.32,553.46,2388.1,9049.13,47.32,521.46,2388.12,8131.94,8.4747,394.0,0.036644,0.005104,0.002406,Healthy,0,WO797839,1130.3
2026-07-02,ENG-006,70,2026-01-03 22:00:00,642.38,1595.85,1404.97,553.39,2388.1,9054.51,47.43,521.16,2388.12,8133.71,8.4151,394.0,0.043281,0.013756,0.002106,Healthy,0,WO179226,642.23
2026-07-02,ENG-007,55,2026-01-03 07:00:00,641.66,1588.29,1405.71,554.79,2387.97,9064.88,47.2,522.16,2387.97,8141.69,8.3985,390.0,0.050477,-1.157833,0.001337,Healthy,0,WO281045,633.76
2026-07-02,ENG-007,56,2026-01-03 08:00:00,641.78,1587.99,1398.32,554.47,2388.07,9059.63,47.26,521.79,2388.03,8146.63,8.4,392.0,0.021333,-0.842893,0.001843,Healthy,0,WO801537,
2026-07-02,ENG-007,57,2026-01-03 09:00:00,642.22,1576.2,1401.46,554.51,2388.04,9063.81,47.27,522.85,2388.0,8137.91,8.3829,391.0,0.048357,-1.252468,0.001145,Healthy,0,WO381903,313.08
2026-07-02,ENG-007,58,2026-01-03 10:00:00,642.78,1582.33,1403.4,554.2,2387.96,9058.83,47.07,522.01,2388.02,8135.02,8.4204,391.0,0.017736,-0.983741,0.003959,Healthy,0,WO552492,782.37
2026-07-02,ENG-007,59,2026-01-03 11:00:00,642.4,1582.88,1398.07,554.47,2388.0,9055.22,47.16,522.13,2388.0,8140.74,8.3908,393.0,0.026184,-1.111007,0.000598,Healthy,0,WO911367,2237.31
2026-07-02,ENG-007,60,2026-01-03 12:00:00,642.02,1585.86,1396.43,554.64,2387.98,9054.88,47.16,522.42,2388.05,8140.45,8.3849,393.0,0.010186,-1.05696,0.004683,Healthy,0,WO711171,263.29
2026-07-02,ENG-007,61,2026-01-03 13:00:00,641.89,1586.79,1401.16,554.74,2388.0,9055.49,47.19,521.98,2387.98,8131.38,8.3977,391.0,0.037545,-1.157592,0.002514,Healthy,0,WO790273,1369.94
2026-07-02,ENG-007,62,2026-01-03 14:00:00,642.14,1587.33,1397.73,554.79,2388.0,9051.71,47.14,522.42,2387.97,8141.58,8.4258,392.0,0.040099,-1.086182,0.001983,Healthy,0,WO862741,2651.03
2026-07-02,ENG-007,63,2026-01-03 15:00:00,642.07,1581.24,1403.03,554.22,2388.0,9059.1,47.07,522.15,2388.02,8141.69,8.3925,392.0,0.025584,-1.162298,0.000345,Healthy,0,WO361870,
2026-07-02,ENG-007,64,2026-01-03 16:00:00,641.7,1585.7,1393.54,554.32,2387.97,9064.69,47.26,522.13,2388.03,8140.82,8.4196,391.0,0.040217,-1.110218,,Healthy,0,WO945601,2624.24
2026-07-02,ENG-007,65,2026-01-03 17:00:00,641.73,1581.5,1404.08,554.59,2388.02,9052.3,47.11,521.69,2388.01,8146.0,8.3926,391.0,0.008726,-1.11487,0.005631,Healthy,0,WO380777,
2026-07-02,ENG-007,66,2026-01-03 18:00:00,641.87,1582.28,1396.65,554.26,2388.07,9054.91,47.36,521.62,2388.01,8144.41,8.3947,392.0,0.036839,-1.05158,0.0,Healthy,0,WO134950,2236.17
2026-07-02,ENG-007,67,2026-01-03 19:00:00,641.59,1582.54,1405.53,554.0,2387.98,9061.18,47.25,522.19,2388.03,8141.79,8.3997,393.0,0.026843,-1.11233,0.001891,Healthy,0,WO457852,1578.73
2026-07-02,ENG-007,68,2026-01-03 20:00:00,642.4,1582.42,1399.77,554.79,2387.97,9062.01,47.34,522.31,2388.01,8138.64,8.4226,390.0,0.040671,-1.086293,0.001953,Healthy,0,WO293334,2344.79
2026-07-02,ENG-007,69,2026-01-03 21:00:00,642.09,1578.57,1406.83,553.94,2388.06,9059.17,47.34,522.75,2388.01,8137.65,8.3925,392.0,0.03806,-1.009002,0.001092,Healthy,0,WO123111,2884.37
2026-07-02,ENG-007,70,2026-01-03 22:00:00,641.74,1583.55,1390.32,554.42,2388.03,9056.64,47.13,522.39,2387.98,8138.71,8.3579,392.0,0.039892,-1.247389,0.000913,Healthy,0,WO913463,1541.87
2026-07-02,ENG-007,71,2026-01-03 23:00:00,641.93,1587.35,1401.49,554.89,2387.99,9052.59,47.2,521.65,2388.05,8141.01,8.3917,392.0,-0.004825,-1.017351,0.008618,Healthy,0,WO299382,518.14
2026-07-02,ENG-007,72,2026-01-04 00:00:00,642.13,1582.62,1395.88,554.92,2388.0,9055.12,47.29,522.58,2388.0,8140.38,8.3806,391.0,0.050441,-1.26662,0.004326,Healthy,0,WO376257,2086.21
2026-07-02,ENG-007,73,2026-01-04 01:00:00,642.47,1587.56,1396.87,554.07,2388.04,9062.62,47.34,522.16,2388.05,8141.76,8.3868,392.0,0.031624,-0.896492,0.001337,Healthy,0,WO255855,
2026-07-02,ENG-007,74,2026-01-04 02:00:00,642.01,1591.29,1402.78,554.47,2387.99,9061.24,47.33,522.45,2388.05,8140.88,8.4235,391.0,0.024818,-1.01142,0.001465,Healthy,0,WO487390,2076.2
2026-07-02,ENG-007,75,2026-01-04 03:00:00,642.5,1582.09,1403.69,554.74,2388.09,9054.1,47.3,522.11,2388.05,8140.65,8.3996,390.0,0.01336,-1.0333,0.001582,Healthy,0,WO637175,672.69
2026-07-02,ENG-007,76,2026-01-04 04:00:00,642.18,1583.14,1395.24,554.38,2388.01,9053.39,47.36,522.61,2388.02,8139.84,8.4036,391.0,0.032002,-1.102348,0.002128,Healthy,0,WO625661,2273.71
2026-07-02,ENG-007,77,2026-01-04 05:00:00,642.29,1583.81,1405.48,554.18,2388.08,9057.35,47.31,522.24,2388.02,8142.39,8.3666,392.0,0.010703,-0.860331,0.00274,Healthy,0,WO251171,2134.01
2026-07-02,ENG-007,78,2026-01-04 06:00:00,641.97,1587.65,1393.97,554.11,2387.98,9059.45,47.22,522.2,2388.01,8141.12,8.3665,390.0,0.042543,-1.182651,0.000772,Healthy,0,WO988164,1441.7
2026-07-02,ENG-007,79,2026-01-04 07:00:00,641.76,1581.77,1397.78,554.16,2388.01,9056.67,47.35,522.16,2388.02,8148.87,8.396,393.0,0.03631,-1.070484,0.001922,Healthy,0,WO612960,327.37
2026-07-02,ENG-007,80,2026-01-04 08:00:00,641.9,1582.93,1399.9,554.15,2388.01,9060.59,47.18,522.34,2388.0,8138.4,8.4089,391.0,0.040182,-1.065426,0.001196,Healthy,0,WO954320,2348.88
2026-07-02,ENG-007,81,2026-01-04 09:00:00,642.47,1584.85,1396.28,554.54,2388.02,9059.41,47.38,521.97,2388.05,8145.88,8.3653,390.0,0.03037,-1.059255,0.001424,Healthy,0,WO821241,1536.8
2026-07-02,ENG-007,82,2026-01-04 10:00:00,642.27,1587.87,1400.43,554.67,2387.96,9057.62,47.25,522.11,2388.0,8140.85,8.3623,392.0,0.017681,-1.0251,0.001691,Healthy,0,WO384473,2780.25
2026-07-02,ENG-007,83,2026-01-04 11:00:00,642.49,1585.97,1397.46,554.63,2388.04,9057.82,47.37,522.06,2388.02,8144.44,8.4057,391.0,0.034001,-0.983311,0.002537,Healthy,0,WO672234,418.7
2026-07-02,ENG-007,84,2026-01-04 12:00:00,642.34,1583.95,1400.23,554.26,2388.04,9056.12,47.21,522.45,2388.0,8139.65,8.4384,392.0,0.05003,-0.96019,0.002211,Healthy,0,WO286415,2750.33
2026-07-02,ENG-007,85,2026-01-04 13:00:00,641.88,1591.87,1392.27,554.81,2388.04,9060.22,47.14,521.84,2388.03,8140.39,8.3812,391.0,0.022022,-1.082158,0.002072,Healthy,0,WO351650,746.07
2026-07-02,ENG-007,86,2026-01-04 14:00:00,641.68,1579.94,1400.76,554.22,2388.01,9057.73,47.38,522.59,2388.04,8135.64,8.3928,393.0,0.032343,-1.129063,0.000846,Healthy,0,WO315860,1841.64
2026-07-02,ENG-007,87,2026-01-04 15:00:00,642.06,1582.2,1403.9,554.68,2388.07,9056.39,47.29,521.45,2388.04,8147.57,8.4034,393.0,0.018843,-0.761691,0.001582,Healthy,0,WO688275,2348.29
2026-07-02,ENG-007,88,2026-01-04 16:00:00,642.42,1583.39,1406.66,554.08,2388.03,9053.47,47.18,522.49,2388.01,8146.87,8.4461,391.0,0.047335,-0.965783,,Healthy,0,WO621282,2920.82
2026-07-02,ENG-007,89,2026-01-04 17:00:00,642.55,1582.74,1398.87,554.92,2388.02,9063.15,47.41,522.26,2388.09,8147.62,8.4108,393.0,0.013975,-0.992756,0.001064,Healthy,0,WO885278,2287.28
2026-07-02,ENG-007,90,2026-01-04 18:00:00,642.38,1591.78,1395.27,554.68,2388.01,9056.73,47.19,522.6,2388.01,8138.18,8.4295,393.0,0.028507,-0.980696,0.002502,Healthy,0,WO200120,2524.87
2026-07-02,ENG-007,91,2026-01-04 19:00:00,642.43,1588.45,1400.01,554.4,2388.05,9047.45,47.2,522.44,2388.03,8143.61,8.4366,392.0,0.038325,-0.998699,0.002072,Healthy,0,WO349910,414.9
2026-07-02,ENG-007,92,2026-01-04 20:00:00,641.82,1584.08,1397.47,554.89,2388.04,9059.15,47.29,522.3,2388.0,8143.39,8.4117,391.0,0.043044,-1.175437,0.000691,Healthy,0,WO768098,
2026-07-02,ENG-007,93,2026-01-04 21:00:00,642.13,1587.05,1398.69,554.51,2388.07,9059.5,47.2,521.99,2388.03,8142.18,8.4332,391.0,0.027301,-1.005767,0.001196,Healthy,0,WO593558,1922.51
2026-07-02,ENG-007,94,2026-01-04 22:00:00,642.7,1582.0,1404.38,554.19,2388.02,9072.33,47.3,522.06,2387.97,8140.24,8.397,392.0,0.048816,-0.915088,0.001601,Healthy,0,WO409618,
2026-07-02,ENG-007,95,2026-01-04 23:00:00,641.91,1592.39,1398.24,554.43,2388.04,9055.28,47.09,522.51,2388.02,8141.01,8.4199,392.0,0.037121,-1.092543,0.000846,Healthy,0,WO684905,102.64
2026-07-02,ENG-007,96,2026-01-05 00:00:00,642.17,1589.87,1397.22,554.42,2387.98,9057.39,47.12,522.42,2387.94,8150.31,8.389,392.0,0.075123,-2.5904,0.012197,Healthy,0,WO889509,703.98
2026-07-02,ENG-007,97,2026-01-05 01:00:00,642.21,1587.94,1402.0,554.18,2388.03,9057.89,47.27,522.37,2388.03,8141.58,8.4046,393.0,0.029203,-0.911722,0.001337,Healthy,0,WO720204,1867.1
2026-07-02,ENG-007,98,2026-01-05 02:00:00,642.45,1585.38,1400.26,554.38,2388.08,9053.5,47.23,522.32,2387.98,8138.71,8.4455,391.0,0.038987,-0.760071,0.000345,Healthy,0,WO907364,1395.75
2026-07-02,ENG-007,99,2026-01-05 03:00:00,642.47,1588.46,1398.63,554.23,2388.08,9052.61,47.25,522.39,2388.07,8144.22,8.3796,392.0,0.017991,-0.953143,0.003266,Healthy,0,WO943606,2637.93
2026-07-02,ENG-007,100,2026-01-05 04:00:00,642.23,1583.32,1403.53,553.8,2388.03,9067.06,47.37,522.15,2387.99,8143.8,8.374,392.0,0.032141,-0.949565,0.000732,Healthy,0,WO136538,1166.46
2026-07-02,ENG-007,101,2026-01-05 05:00:00,642.46,1580.26,1397.91,554.13,2387.99,9062.16,47.52,522.22,2388.05,8142.52,8.4035,392.0,0.032424,-0.957965,0.002561,Healthy,0,WO668349,2625.89
2026-07-02,ENG-007,102,2026-01-05 06:00:00,642.13,1587.71,1393.95,554.36,2388.04,9053.46,47.25,521.73,2388.01,8144.81,8.3729,392.0,0.025136,-1.012564,0.000345,Healthy,0,WO447315,1896.27
2026-07-02,ENG-007,103,2026-01-05 07:00:00,642.77,1586.16,1410.84,553.95,2388.03,9057.69,47.18,522.42,2388.03,8142.21,8.3957,392.0,0.030505,-0.792573,0.001444,Healthy,0,WO426184,1450.67
2026-07-02,ENG-007,104,2026-01-05 08:00:00,642.11,1578.17,1397.27,554.13,2388.0,9063.47,47.19,522.28,2388.03,8144.0,8.4424,392.0,0.047556,-1.13141,0.001381,Healthy,0,WO718390,1053.98
2026-07-02,ENG-007,105,2026-01-05 09:00:00,642.16,1581.28,1397.13,554.73,2388.04,9054.79,47.12,522.35,2388.0,8133.83,8.4279,392.0,0.026659,-1.074018,0.002514,Healthy,0,WO425568,2563.91
2026-07-02,ENG-007,106,2026-01-05 10:00:00,642.25,1576.97,1400.27,554.73,2387.99,9064.81,47.17,522.32,2387.97,8138.44,8.4018,393.0,0.029443,-1.129817,0.00229,Healthy,0,WO882374,1952.29
2026-07-02,ENG-007,107,2026-01-05 11:00:00,642.28,1585.38,1397.28,553.38,2388.02,9064.05,47.08,522.18,2388.02,8138.75,8.4381,393.0,0.051433,-0.845329,0.001582,Healthy,0,WO555625,1272.08
2026-07-02,ENG-008,57,2026-01-03 09:00:00,642.35,1590.31,1407.99,553.7,2388.12,9046.81,47.62,521.3,2388.07,8128.23,8.4082,393.0,0.035799,-0.240907,0.001638,Healthy,0,WO918170,2935.52
2026-07-02,ENG-008,58,2026-01-03 10:00:00,642.39,1591.14,1409.73,553.77,2388.12,9045.22,47.34,521.75,2388.13,8127.46,8.4271,393.0,0.026777,-0.160429,0.002499,Healthy,0,WO884673,727.49
2026-07-02,ENG-008,59,2026-01-03 11:00:00,642.57,1582.78,1407.24,554.45,2388.07,9047.61,47.59,521.84,2388.08,8136.05,8.428,393.0,0.036897,-0.348964,0.001332,Healthy,0,WO618341,1296.43
2026-07-02,ENG-008,60,2026-01-03 12:00:00,642.46,1588.53,1404.46,553.47,2388.14,9040.15,47.44,521.97,2388.07,8131.02,8.4404,393.0,0.037925,-0.275184,0.001088,Healthy,0,WO970980,2309.08
2026-07-02,ENG-008,61,2026-01-03 13:00:00,642.61,1584.23,1404.43,553.23,2388.08,9049.65,47.6,521.82,2388.02,8130.26,8.4447,392.0,0.052374,-0.264538,0.002008,Healthy,0,WO842391,1899.78
2026-07-02,ENG-008,62,2026-01-03 14:00:00,642.75,1586.83,1408.7,553.95,2388.14,9052.87,47.43,522.21,2388.08,8129.71,8.4483,392.0,0.049112,-0.207146,0.000329,Healthy,0,WO124370,337.38
2026-07-02,ENG-008,63,2026-01-03 15:00:00,642.39,1597.05,1406.07,553.48,2388.06,9045.8,47.53,521.75,2388.08,8126.69,8.4531,393.0,0.048094,-0.057362,0.001878,Healthy,0,WO514305,303.13
2026-07-02,ENG-008,64,2026-01-03 16:00:00,642.3,1592.06,1404.82,553.97,2388.11,9057.76,47.38,521.6,2388.03,8132.57,8.42,392.0,0.037092,-0.444573,0.002674,Healthy,0,WO891418,1716.93
2026-07-02,ENG-008,65,2026-01-03 17:00:00,642.47,1591.33,1406.53,554.15,2388.09,9037.7,47.47,521.89,2388.08,8124.34,8.4674,392.0,0.023749,-0.303274,0.00213,Healthy,0,WO114701,73.37
2026-07-02,ENG-008,66,2026-01-03 18:00:00,642.79,1595.79,1403.12,553.9,2388.09,9051.73,47.38,521.89,2388.04,8125.18,8.4214,393.0,0.03342,-0.298547,0.000913,Healthy,0,WO292301,1993.93
2026-07-02,ENG-008,67,2026-01-03 19:00:00,642.58,1588.54,1406.31,554.1,2388.09,9059.3,47.62,521.72,2388.1,8135.51,8.3961,393.0,0.039481,-0.343414,0.000786,Healthy,0,WO825891,1212.53
2026-07-02,ENG-008,68,2026-01-03 20:00:00,642.37,1584.4,1402.28,553.26,2388.06,9043.86,47.34,521.42,2388.13,8130.96,8.4235,392.0,0.017111,-0.43252,0.003766,Healthy,0,WO994939,
2026-07-02,ENG-008,69,2026-01-03 21:00:00,642.15,1586.02,1407.69,553.1,2388.13,9051.48,47.47,521.48,2388.07,8130.09,8.451,392.0,0.049543,-0.184906,0.004064,Healthy,0,WO879031,581.12
2026-07-02,ENG-008,70,2026-01-03 22:00:00,642.62,1587.08,1399.78,552.97,2388.14,9051.13,47.43,521.75,2388.15,8129.87,8.4348,391.0,0.034764,-0.228285,0.000803,Healthy,0,WO553005,2042.76
2026-07-02,ENG-008,71,2026-01-03 23:00:00,642.6,1588.88,1401.55,553.62,2388.11,9049.8,47.72,522.15,2388.05,8129.45,8.4679,392.0,0.062713,-0.205648,0.000846,Healthy,0,WO960650,2407.54
2026-07-02,ENG-008,72,2026-01-04 00:00:00,642.24,1585.32,1404.74,554.35,2388.1,9056.29,47.32,521.68,2388.12,8132.98,8.4237,391.0,0.014207,-0.506628,0.002904,Healthy,0,WO172979,
2026-07-02,ENG-008,73,2026-01-04 01:00:00,642.45,1589.61,1404.55,553.98,2388.09,9050.96,47.63,521.89,2388.08,8127.2,8.4219,394.0,0.047921,-0.154916,0.000642,Healthy,0,WO101058,1458.28
2026-07-02,ENG-008,74,2026-01-04 02:00:00,642.42,1589.14,1407.2,554.05,2388.12,9049.19,47.4,521.51,2388.11,8130.36,8.3826,393.0,0.025556,-0.27793,0.002367,Healthy,0,WO926789,2824.09
2026-07-02,ENG-008,75,2026-01-04 03:00:00,642.1,1589.34,1411.94,553.53,2388.14,9048.6,47.39,521.32,2388.1,8131.72,8.4074,393.0,0.033254,-0.191768,0.002638,Healthy,0,WO512128,2939.07
2026-07-02,ENG-008,76,2026-01-04 04:00:00,642.98,1586.75,1410.06,553.61,2388.03,9048.04,47.34,521.4,2388.21,8129.84,8.4289,390.0,0.015086,-0.371216,0.007536,Healthy,0,WO985715,2262.44
2026-07-02,ENG-008,77,2026-01-04 05:00:00,642.53,1580.79,1402.55,553.71,2388.06,9045.8,47.32,521.5,2388.08,8133.11,8.4044,392.0,0.007895,-0.612397,0.00081,Healthy,0,WO624761,772.69
2026-07-02,ENG-008,78,2026-01-04 06:00:00,642.07,1589.91,1403.42,553.02,2388.1,9048.66,47.43,521.95,2388.07,8125.63,8.4065,393.0,0.031419,-0.382324,0.001196,Healthy,0,WO988737,1146.56
2026-07-02,ENG-008,79,2026-01-04 07:00:00,642.55,1590.11,1406.21,553.79,2388.11,9041.07,47.33,521.58,2388.16,8129.73,8.426,394.0,0.008081,-0.050861,0.003161,Healthy,0,WO498205,994.52
2026-07-02,ENG-008,80,2026-01-04 08:00:00,642.85,1588.7,1407.49,553.53,2388.09,9044.18,47.48,521.48,2388.11,8132.07,8.401,391.0,0.025076,-0.30701,0.003998,Healthy,0,WO284400,710.79
2026-07-02,ENG-008,81,2026-01-04 09:00:00,642.73,1589.85,1400.2,553.65,2388.12,9050.12,47.5,521.94,2388.1,8131.45,8.4451,393.0,0.05364,-0.10045,0.002337,Healthy,0,WO885555,2821.86
2026-07-02,ENG-008,82,2026-01-04 10:00:00,642.25,1585.61,1404.21,553.25,2388.13,9050.17,47.63,521.37,2388.11,8127.38,8.4198,392.0,0.041284,-0.202698,0.002395,Healthy,0,WO737003,1244.41
2026-07-02,ENG-008,83,2026-01-04 11:00:00,642.64,1589.79,1408.66,554.03,2388.11,9045.27,47.51,521.38,2388.08,8125.35,8.4736,393.0,0.017455,-0.099934,0.001471,Healthy,0,WO562838,2109.21
2026-07-02,ENG-008,84,2026-01-04 12:00:00,642.52,1597.58,1398.1,552.38,2388.1,9053.84,47.47,521.5,2388.11,8132.05,8.4496,393.0,0.065461,0.010071,0.001105,Healthy,0,WO760128,1043.84
2026-07-02,ENG-008,85,2026-01-04 13:00:00,642.78,1587.94,1409.34,553.53,2388.07,9045.43,47.48,521.87,2388.1,8127.53,8.4353,393.0,0.041585,-0.210962,,Healthy,0,WO310608,2147.47
2026-07-02,ENG-008,86,2026-01-04 14:00:00,643.09,1590.96,1408.55,553.23,2388.08,9051.76,47.5,521.51,2388.07,8134.9,8.441,394.0,0.05034,0.042969,0.002746,Healthy,0,WO566965,2616.87
2026-07-02,ENG-008,87,2026-01-04 15:00:00,642.34,1584.44,1407.12,553.49,2388.18,9050.34,47.42,521.99,2388.13,8128.18,8.421,395.0,0.025538,-0.253956,0.001392,Healthy,0,WO625786,653.22
2026-07-02,ENG-008,88,2026-01-04 16:00:00,642.67,1588.19,1406.25,553.93,2388.07,9056.42,47.51,521.46,2388.08,8127.07,8.4378,394.0,0.042087,-0.248274,0.001312,Healthy,0,WO762481,1911.44
2026-07-02,ENG-008,89,2026-01-04 17:00:00,642.28,1587.58,1410.09,554.17,2388.06,9051.09,47.3,522.09,2388.02,8133.2,8.404,393.0,0.025097,-0.561942,0.001495,Healthy,0,WO271115,1807.31
2026-07-02,ENG-008,90,2026-01-04 18:00:00,642.83,1595.48,1408.35,553.64,2388.1,9048.74,47.74,521.11,2388.1,8126.07,8.4592,392.0,0.023368,0.042007,0.0026,Healthy,0,WO450894,1574.65
2026-07-02,ENG-008,91,2026-01-04 19:00:00,642.97,1584.52,1408.56,553.86,2388.04,9038.54,47.43,521.68,2388.04,8135.19,8.4326,393.0,0.038012,-0.314273,0.002739,Healthy,0,WO734551,2308.46
2026-07-02,ENG-008,92,2026-01-04 20:00:00,642.4,1592.6,1398.34,553.78,2388.11,9046.72,47.34,521.43,2388.1,8135.34,8.4468,393.0,0.026833,-0.284771,0.002006,Healthy,0,WO601490,
2026-07-02,ENG-008,93,2026-01-04 21:00:00,642.4,1590.18,1402.56,553.56,2388.15,9045.9,47.55,521.42,2388.1,8128.0,8.4116,393.0,0.03076,-0.157627,0.002005,Healthy,0,WO965468,2942.8
2026-07-02,ENG-008,94,2026-01-04 22:00:00,642.56,1583.01,1405.07,553.72,2388.13,9053.07,47.5,521.32,2388.09,8131.23,8.4882,393.0,0.037138,-0.138481,0.001502,Healthy,0,WO264211,
